evidence_id,legacy_section,legacy_2v_entry_or_range,source_repository,source_commit,record_path,record_type,materiality,what_it_establishes,what_it_does_not_establish,current_validity,superseded_by,durable_control,one_time_procedure,classification,consolidation_target,future_phase,curated_2v_reference,retention_rationale,owner_disposition
E9-07,Paper-trading and execution safety,CONTEXTUAL_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/alpaca_paper_trading_integration.md;docs/workflows/single_order_submit_guard.md;docs/runs/v1.10_controlled_alpaca_paper_order_redeployment_test.md;docs/runs/v1.14_controlled_single_order_submit_test.md;docs/runs/v1.21_controlled_submit_full_safety_stack.md,SUPERSEDED_OPERATING_PROCEDURE,HIGH,Preserves exact historical manual commands and the evolution of controlled submit procedures.,Does not establish current authorization or an acceptable canonical runbook.,OBSOLETE_FOR_OPERATION_RETAINABLE_FOR_HISTORY,Canonical C14 procedures after separate authorization.,Historical commands must never be reused as standing authority.,Account-specific manually supervised command sequence.,OBSOLETE_OR_SUPERSEDED,C1_REPORT/HISTORICAL_LESSONS_AND_PROHIBITED_PROCEDURES,C13_PUBLICATION_RELEASE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Retain for historical accuracy while excluding from future operation.,PENDING
E9-08,Paper-trading and execution safety,FUNCTIONAL_2v.90_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/alpaca_paper_trading_integration.md;docs/runs/v1.10_controlled_alpaca_paper_order_redeployment_test.md;docs/runs/v1.11_post_order_monitoring_rebalance_verification.md;docs/runs/v1.14_controlled_single_order_submit_test.md;docs/runs/v1.15_post_single_order_monitoring_residual_position_verification.md;docs/runs/v1.21_controlled_submit_full_safety_stack.md;docs/runs/v1.22_post_full_safety_stack_submit_monitoring.md,COMMITTED_REFERENCES_TO_UNCOMMITTED_LOCAL_AND_EXTERNAL_EVIDENCE,HIGH,"Committed workflows and narratives identify expected local report schemas, filenames, summarized broker values, and historical use of generated execution evidence.","Does not establish exact generated bytes, checksums, raw broker requests or responses, immutable order activities or fills, complete account history, or immutable external provenance.",PROVENANCE_LIMITATION,Future checksummed evidence package and append-only activity design.,"Generated execution and broker evidence require immutable identity, checksums, raw-response retention, and append-only storage.","Local ignored logs, mutable report directories, and manually transcribed broker values.",HISTORICAL_ARCHIVE_ONLY,C1_REPORT/PROVENANCE_LIMITATION_AND_FUTURE_C14_EVIDENCE_CONTRACT,C14_CONTROLLED_PAPER_TRADING;C13_PUBLICATION_RELEASE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Essential negative provenance finding based only on committed references.,PENDING
E10-01,PPO v2 design and data contracts,FUNCTIONAL_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.66_ppo_v2_retraining_design.md;docs/designs/v1.66_ppo_v2_retraining_design.md;docs/runs/v1.67_ppo_v2_retraining_authorization_review.md;docs/decisions/v1.67_ppo_v2_retraining_authorization_review.md;docs/runs/v1.68_ppo_v2_controlled_retraining_implementation_plan.md;docs/runs/v1.69_ppo_v2_controlled_retraining_implementation_scaffold_review.md,DESIGN_AUTHORIZATION_AND_IMPLEMENTATION_PLAN_CHAIN,HIGH,"Establishes PPO v2 as a new governed candidate and separates design, planning, implementation, and execution authorization.","Does not establish dataset acceptance, readiness, training execution, qualification, promotion, or current candidate status.",DURABLE_GOVERNANCE_PRINCIPLE_WITH_HISTORICAL_ASSUMPTIONS,Canonical phase structure and current PROJECT_CONTEXT.md authorization.,"New candidates require explicit design, readiness, execution, qualification, and promotion gates.",Historical v1.66 through v1.69 checkpoint and authorization path.,CARRY_FORWARD,C1_REPORT/CANONICAL_PPO_V2_READINESS_AND_AUTHORIZATION_ARCHITECTURE,C8_PPO_V2_IMPLEMENTATION_READINESS;C9_PPO_V2_TRAINING_VALIDATION_QUALIFICATION_AND_FREEZE,DIRECT_FUNCTIONAL_MAPPING:2v.10;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.70,Material evidence that PPO v2 was not a continuation of the failed legacy candidate and planning did not equal execution.,PENDING
E10-02,PPO v2 design and data contracts,FUNCTIONAL_2v.10_AND_2v.20;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/ppo_v2_retraining_config.py;tests/test_ppo_v2_retraining_config.py;docs/runs/v1.70_ppo_v2_controlled_retraining_scaffold_and_safety_tests.md;docs/runs/v1.71_ppo_v2_scaffold_safety_audit_and_execution_boundary_review.md;docs/audits/v1.71_ppo_v2_scaffold_safety_audit_and_execution_boundary_review.md,NONEXECUTING_CONFIGURATION_SCAFFOLD_AND_SAFETY_TEST_EVIDENCE,HIGH,"Establishes fail-closed execution flags, empty execution commands, isolated paths, forbidden columns, and no active training or broker path.","Does not establish accepted source, universe, costs, paths, configuration provenance, or training readiness.",VALID_HISTORICAL_SAFETY_REFERENCE_REQUIRING_REIMPLEMENTATION,Future canonical C4 and C8 configuration and authorization boundaries.,Imports and default configurations must be non-executing and fail closed.,"Historical Alpaca, six-symbol, path, cost, slippage, and seed defaults.",CARRY_FORWARD,C1_REPORT/CANONICAL_NONEXECUTING_PPO_V2_CONFIGURATION_BOUNDARY,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C8_PPO_V2_IMPLEMENTATION_READINESS,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20,Contains reusable fail-closed principles but embeds unaccepted assumptions.,PENDING
E10-03,PPO v2 design and data contracts,FUNCTIONAL_2v.10_2v.20_AND_2v.60;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.72_ppo_v2_controlled_retraining_data_contract_and_split_specification.md;docs/specifications/v1.72_ppo_v2_controlled_retraining_data_contract_and_split_specification.md;src/ppo_v2_data_contract.py;docs/runs/v1.73_ppo_v2_data_contract_validation_tests.md;tests/test_ppo_v2_data_contract.py;docs/runs/v1.74_ppo_v2_data_contract_validation_review_next_implementation_boundary.md,DATA_CONTRACT_SPLIT_VALIDATOR_AND_OFFLINE_TEST_EVIDENCE,HIGH,"Establishes an OHLCV contract, temporal splits, positive embargo, holdout restrictions, train-only preprocessing label, offline validator, and unit tests.","Does not establish an accepted dataset, immutable bytes, checksums, complete calendar coverage, provider identity, preprocessing artifacts, or shared final holdout.",MATERIAL_TECHNICAL_REFERENCE_REQUIRING_VERSIONED_CANONICAL_REDESIGN,Future canonical dataset contract freeze and shared final-holdout design.,"Require exact schema, temporal ordering, embargo, leakage rejection, train-only transforms, and fail-closed validation.","Historical six-symbol, one-hour, local-path, and standalone-PPO holdout assumptions.",CARRY_FORWARD,C1_REPORT/CANONICAL_VERSIONED_DATA_CONTRACT_AND_TEMPORAL_SPLIT_MANIFEST,C6_DATASET_CONTRACT_FREEZE;C8_PPO_V2_IMPLEMENTATION_READINESS;C9_PPO_V2_TRAINING_VALIDATION_QUALIFICATION_AND_FREEZE,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20;2v.60,"Most material item-10 contract evidence, with clear reusable controls and provenance limitations.",PENDING
E10-04,PPO v2 design and data contracts,FUNCTIONAL_2v.10_AND_2v.20;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.75_ppo_v2_controlled_data_preparation_interface_boundary_plan.md;docs/runs/v1.76_ppo_v2_controlled_data_preparation_interface_scaffold_and_tests.md;src/ppo_v2_data_preparation_interface.py;tests/test_ppo_v2_data_preparation_interface.py;docs/runs/v1.77_ppo_v2_data_preparation_interface_scaffold_review_next_boundary_decision.md;docs/runs/v1.78_ppo_v2_data_preparation_interface_integration_boundary_plan.md;docs/runs/v1.79_ppo_v2_data_preparation_interface_integration_scaffold_and_tests.md;src/ppo_v2_data_preparation_integration.py;tests/test_ppo_v2_data_preparation_integration.py;docs/runs/v1.80_ppo_v2_data_preparation_integration_scaffold_review_next_boundary_decision.md,IN_MEMORY_PREPARATION_AND_INTEGRATION_SCAFFOLD,HIGH,"Establishes provider-neutral in-memory validation, deterministic split assignment, error propagation, non-executing modes, metadata, and no I/O side effects.","Does not establish dataset generation, immutable input identity, checksums, actual preprocessing, surrounding provider neutrality, or training readiness.",VALID_ARCHITECTURAL_REFERENCE_WITH_IDENTITY_GAPS,Future canonical immutable preparation package and provenance contract.,"Preparation must be deterministic, provider-neutral, fail closed, and separate validation from acquisition.",Historical mutable in-memory DataFrame integration.,CARRY_FORWARD,C1_REPORT/CANONICAL_PROVIDER_NEUTRAL_DATA_PREPARATION_BOUNDARY,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C6_DATASET_CONTRACT_FREEZE;C8_PPO_V2_IMPLEMENTATION_READINESS,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20,Useful bounded interface pattern that must be rebuilt around immutable identities.,PENDING
E10-05,PPO v2 design and data contracts,FUNCTIONAL_2v.10_AND_2v.20;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.81_ppo_v2_training_input_handoff_boundary_plan.md;docs/runs/v1.82_ppo_v2_training_input_handoff_interface_scaffold_and_tests.md;src/ppo_v2_training_input_handoff.py;tests/test_ppo_v2_training_input_handoff.py;docs/runs/v1.83_ppo_v2_training_input_handoff_interface_review_section_closeout.md,TRAINING_INPUT_HANDOFF_SCAFFOLD_AND_TEST_EVIDENCE,HIGH,Establishes that only valid in-memory integration results with nonempty split frames and safe observation columns could pass the historical handoff.,"Does not establish immutable dataset, feature, split, preprocessing, seed, configuration linkage, or safe final-holdout isolation.",CONCEPT_VALID_IMPLEMENTATION_INSUFFICIENT_FOR_CANONICAL_TRAINING,Future immutable training-input package and mismatch-rejection design.,Training input must reject invalid upstream results and unsafe features.,"Passing mutable train, evaluation, and holdout DataFrames through one process boundary.",CARRY_FORWARD,C1_REPORT/CANONICAL_IMMUTABLE_TRAINING_INPUT_HANDOFF_CONTRACT,C8_PPO_V2_IMPLEMENTATION_READINESS;C9_PPO_V2_TRAINING_VALIDATION_QUALIFICATION_AND_FREEZE,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20,Historical object pass-through lacks provenance for governed training.,PENDING
E10-06,PPO v2 design and data contracts,FUNCTIONAL_2v.10_AND_2v.20;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.84_ppo_v2_training_configuration_boundary_plan.md;docs/runs/v1.85_ppo_v2_training_configuration_scaffold_and_tests.md;src/ppo_v2_training_configuration.py;tests/test_ppo_v2_training_configuration.py,TRAINING_CONFIGURATION_AND_EXECUTION_BOUNDARY_EVIDENCE,HIGH,"Establishes PPO hyperparameter ranges, authorization-request rejection, required handoff validity, disabled artifact policy, and non-executing configuration.","Does not establish reviewed config files, data/config checksums, split linkage, cost propagation, reward/risk implementation, or execution propagation.",VALID_HISTORICAL_CONFIGURATION_REFERENCE_REQUIRING_REIMPLEMENTATION,Future canonical configuration schema and execution-traceability contract.,"Configuration must be validated, explicit, non-executing by default, and reject unauthorized execution.","Historical hyperparameter defaults, environment names, and unrestricted early-stop mapping.",CARRY_FORWARD,C1_REPORT/CANONICAL_PPO_V2_CONFIGURATION_AND_TRACEABILITY_REQUIREMENTS,C8_PPO_V2_IMPLEMENTATION_READINESS;C9_PPO_V2_TRAINING_VALIDATION_QUALIFICATION_AND_FREEZE,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20,"Useful validation boundary, but values were not proven to reach an actual trainer.",PENDING
E10-07,PPO v2 design and data contracts,FUNCTIONAL_2v.10_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.66_ppo_v2_retraining_design.md;docs/designs/v1.66_ppo_v2_retraining_design.md;docs/runs/v1.72_ppo_v2_controlled_retraining_data_contract_and_split_specification.md;docs/specifications/v1.72_ppo_v2_controlled_retraining_data_contract_and_split_specification.md;src/ppo_v2_training_input_handoff.py,SUPERSEDED_HOLDOUT_SEQUENCE_DESIGN,HIGH,Establishes that the historical design isolated a PPO-specific holdout from tuning and intended access after PPO selection.,Does not establish a candidate-family-independent shared final holdout or RF/XGBoost freeze before access.,OBSOLETE_RELATIVE_TO_ACCEPTED_CANONICAL_SEQUENCE,C12_ELIGIBLE_CANDIDATE_FREEZE_SHARED_FINAL_HOLDOUT_AND_PROMOTION_DECISION.,Holdout must remain isolated and open only after all eligible candidate families are frozen.,Standalone-PPO selection followed by PPO-specific final validation.,OBSOLETE_OR_SUPERSEDED,C1_REPORT/CANONICAL_SHARED_FINAL_HOLDOUT_INCOMPATIBILITY_AND_LESSON,C12_ELIGIBLE_CANDIDATE_FREEZE_SHARED_FINAL_HOLDOUT_AND_PROMOTION_DECISION;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.10,Historical access sequence conflicts with the accepted shared-final-holdout design.,PENDING
E11-01,Dataset reconstruction,FUNCTIONAL_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.07_sealed_dataset_availability_path_local_placement_remediation.md;docs/runs/v3.07_sealed_dataset_local_placement_evidence_review.md;docs/audits/v3.07_sealed_dataset_local_placement_evidence_review.md;docs/runs/v3.08_sealed_dataset_recovery_strategy_authorization_plan.md;docs/runs/v3.08_diagnostics_only_sealed_dataset_source_of_truth_inspection.md,SEALED_DATASET_ABSENCE_AND_SOURCE_OF_TRUTH_RECOVERY_EVIDENCE,HIGH,"Establishes the expected v3.07 local dataset path was absent, ignored, untracked, without checksum or size, and not replaceable by a proven candidate.","Does not establish that the original dataset ever existed, external bytes survive, or any candidate equals it.",MATERIAL_PROVENANCE_AND_RECOVERY_LIMITATION,The v3.08 superseding reconstruction classification and canonical no-dataset state.,"Dataset packages require immutable identity, retained bytes, checksum, manifest, lineage, and explicit acceptance.",Historical attempts to recover or locally place the missing v3.07 path.,SUMMARIZE_AND_REFERENCE,C1_REPORT/DATASET_LINEAGE_AND_PROVENANCE_LIMITATIONS,C6_DATASET_CONTRACT_FREEZE;C7_DATASET_GENERATION_AND_ACCEPTANCE;C13_PUBLICATION_RELEASE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.40,Preserves the missing-dataset antecedent without citing absent bytes as immutable evidence.,PENDING
E11-02,Dataset reconstruction,FUNCTIONAL_2v.10_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_exact_dataset_recipe_external_artifact_decision.md;docs/runs/v3.08_exact_dataset_recipe_reconstruction_plan.md;docs/runs/v3.08_exact_feature_formula_and_raw_source_specification.md;docs/runs/v3.08_feature_formula_raw_source_specification_review.md;docs/runs/v3.08_dataset_reconstruction_executive_contract_decision.md;docs/runs/v3.08_dataset_reconstruction_contract_resolution.md;docs/audits/v3.08_independent_dataset_reconstruction_final_contract_resolution_review_repeat_after_remediation.md,SUPERSEDING_RECONSTRUCTION_RECIPE_AND_FINAL_CONTRACT,HIGH,"Establishes a superseding reconstruction contract with explicit request, calendar, temporal, gap, schema, dtype, feature, writer, and output requirements.","Does not establish original recovery, provider acceptance, runtime conformance, successful generation, validation, or training acceptance.",MATERIAL_TECHNICAL_REFERENCE_REQUIRING_CANONICAL_REVIEW,Future canonical C5 through C7 decisions.,"Use a versioned exact recipe with explicit literals, no environment defaults, and distinct dataset identity.","Historical provider, feed, universe, date-window, and output selections.",CARRY_FORWARD,C1_REPORT/CANONICAL_RECONSTRUCTION_CONTRACT_AND_DATASET_LINEAGE,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C6_DATASET_CONTRACT_FREEZE;C7_DATASET_GENERATION_AND_ACCEPTANCE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.30;2v.40,Strong historical reconstruction-design evidence separating governed choices from recovered facts.,PENDING
E11-03,Dataset reconstruction,FUNCTIONAL_2v.10_AND_2v.20;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/ppo_v2_dataset_reconstruction.py;src/ppo_v2_data_contract.py;src/ppo_v2_market_calendar.py;src/ppo_v2_parquet_writer.py;tests/test_ppo_v2_dataset_reconstruction_contract.py;tests/test_ppo_v2_market_calendar_contract.py;tests/test_ppo_v2_parquet_writer_contract.py;docs/runs/v3.08_mocked_unit_contract_testing.md,INERT_RECONSTRUCTION_SOURCE_SCAFFOLD_AND_MOCKED_TEST_EVIDENCE,HIGH,"Establishes request literals, path/schema validation, calendar-slot helpers, writer profile, fail-closed stubs, and mocked tests.","Does not establish a complete generator, raw-data processing, final output writing, or reproducibility.",MATERIAL_SOURCE_AND_TEST_REFERENCE_REQUIRING_COMPLETION,"Future canonical C4, C6, and C7 implementation.","Keep provider-neutral contracts, inert defaults, and mocked tests separated from network and generation authority.",Historical incomplete reconstruction scaffold.,CARRY_FORWARD,C1_REPORT/CANONICAL_RECONSTRUCTION_IMPLEMENTATION_AND_OFFLINE_TEST_ARCHITECTURE,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C6_DATASET_CONTRACT_FREEZE;C7_DATASET_GENERATION_AND_ACCEPTANCE,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20,Material source and test evidence without generation or acceptance.,PENDING
E11-04,Dataset reconstruction,FUNCTIONAL_2v.30_AND_2v.40_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_data_fetch_authorization.md;docs/runs/v3.08_data_fetch_execution_remediation_alpaca_sort_import.md;docs/runs/v3.08_data_fetch_execution.md;docs/runs/v3.08_dataset_generation_authorization.md,COMMITTED_REFERENCES_TO_LOCAL_AUTHENTICATED_RAW_FETCH_ARTIFACT,HIGH,"Records a governed Alpaca fetch with request fields, local raw path, schema, counts, size, sort state, and SHA-256.","Does not establish immutable raw bytes in Git, provider acceptance, dataset validity, or acceptance.",MATERIAL_RAW_DATA_LINEAGE_WITH_UNRETAINED_BYTES,Future canonical raw data package and provider decision.,"Raw fetch evidence must retain exact request, bytes, checksum, schema, source, and authorization separately from acceptance.",Historical authenticated six-symbol IEX fetch and local ignored artifact.,SUMMARIZE_AND_REFERENCE,C1_REPORT/RAW_DATA_LINEAGE_AND_PROVENANCE_LIMITATION,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C7_DATASET_GENERATION_AND_ACCEPTANCE;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.30;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.40,Material fetch evidence whose committed narratives do not preserve raw bytes.,PENDING
E11-05,Dataset reconstruction,FUNCTIONAL_2v.40_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_dataset_generation_authorization.md;docs/runs/v3.08_dataset_generation_execution.md;docs/runs/v3.08_dataset_generation_execution_remediation.md;docs/runs/v3.08_dataset_generation_reexecution_authorization.md;docs/runs/v3.08_dataset_generation_reexecution.md;docs/runs/v3.08_dataset_generation_reexecution_blocked_evidence_review.md,BLOCKED_DATASET_GENERATION_AND_REEXECUTION_EVIDENCE,HIGH,"Establishes first-attempt dependency block and re-execution failure at a zero-tolerance expected-slot gate, with no dataset, manifest, checksum, or partial output.","Does not establish missing-slot cause, formula correctness, contract passage, output reproducibility, validation, or training acceptance.",MATERIAL_NEGATIVE_GENERATION_EVIDENCE,"Future canonical dataset generation, validation, and acceptance evidence.","Retain runtime, source, input identity, gates, cleanup, and explicit rejected-dataset status for every attempt.",Historical interpreter remediation and temporary re-execution script.,SUMMARIZE_AND_REFERENCE,C1_REPORT/DATASET_GENERATION_DISPOSITION_AND_REPRODUCIBILITY_LIMITATIONS,C7_DATASET_GENERATION_AND_ACCEPTANCE;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.40,Definitive evidence that no reconstructed dataset was created or accepted.,PENDING
E11-06,Dataset reconstruction,FUNCTIONAL_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.07_sealed_dataset_availability_path_local_placement_remediation.md;docs/runs/v3.07_sealed_dataset_local_placement_evidence_review.md;docs/audits/v3.07_sealed_dataset_local_placement_evidence_review.md;docs/runs/v3.08_sealed_dataset_recovery_strategy_authorization_plan.md;docs/runs/v3.08_diagnostics_only_sealed_dataset_source_of_truth_inspection.md,OBSOLETE_MISSING_DATASET_IDENTITY_AND_PATH_REFERENCE,HIGH,"Establishes that the historical package expected a pre-existing local parquet identity whose bytes, checksum, and provenance were absent.","Does not establish that the file existed, was generated, sealed, validated, or usable as a current dataset identity.",HISTORICAL_REFERENCE_ONLY,The distinct v3.08 superseding identity and current canonical no-accepted-dataset state.,Missing or unproven dataset identities must never be reused as output targets or training inputs.,Use of the v3.07 ignored local path as a package dependency.,OBSOLETE_OR_SUPERSEDED,C1_REPORT/HISTORICAL_DATASET_IDENTITY_WARNING_AND_MIGRATION_EXCLUSION,C6_DATASET_CONTRACT_FREEZE;C7_DATASET_GENERATION_AND_ACCEPTANCE,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Uses committed absence and recovery records rather than the absent parquet as immutable evidence.,PENDING
E12-01,Missing-bar investigation and remediation,FUNCTIONAL_2v.40_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_dataset_generation_reexecution.md;docs/runs/v3.08_dataset_generation_reexecution_blocked_evidence_review.md,BLOCKED_DATASET_GENERATION_GAP_EVIDENCE,HIGH,"Establishes generation failed with 11 missing expected slots per symbol, 66 symbol-slot observations total, and no dataset, manifest, checksum, or partial output.","Does not establish root cause, recoverability, provider fault, contract validity, or acceptance.",MATERIAL_NEGATIVE_DATA_QUALITY_EVIDENCE,Future canonical raw-data completeness and generation evidence.,"Failed data-quality gates must retain exact counts, cleanup, output non-creation, and rejected status.",Historical v3.08 generation and blocked-evidence workflow.,SUMMARIZE_AND_REFERENCE,C1_REPORT/MISSING_DATA_CHRONOLOGY_AND_BLOCKED_GENERATION_DISPOSITION,C6_DATASET_CONTRACT_FREEZE;C7_DATASET_GENERATION_AND_ACCEPTANCE;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.40,Defines the exact item-12 starting condition and proves no acceptable dataset existed.,PENDING
E12-02,Missing-bar investigation and remediation,FUNCTIONAL_2v.40_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_missing_slot_root_cause_remediation_authorization_consideration.md;docs/runs/v3.08_missing_slot_root_cause_analysis.md,READ_ONLY_MISSING_SLOT_ROOT_CAUSE_ANALYSIS_EVIDENCE,HIGH,"Establishes exact missing timestamps, common cross-symbol pattern, XNYS session classification, count reproduction, alternative explanations, and a likely upstream completeness category.","Does not establish provider internal cause, original response contents, pagination completeness, or accepted remediation.",MATERIAL_DATA_QUALITY_ANALYSIS_REFERENCE,Future machine-readable gap analysis and independently reviewed root-cause evidence.,"Preserve exact gaps, hypotheses, confidence, limitations, source identity, and machine-readable output.",Unretained temporary analysis script against local ignored raw bytes.,CARRY_FORWARD,C1_REPORT/CANONICAL_MISSING_BAR_INVESTIGATION_AND_ROOT_CAUSE_EVIDENCE_DESIGN,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C6_DATASET_CONTRACT_FREEZE;C7_DATASET_GENERATION_AND_ACCEPTANCE,DIRECT_FUNCTIONAL_MAPPING:2v.40,Useful data-quality method with explicit provenance limitations.,PENDING
E12-03,Missing-bar investigation and remediation,DIRECT_2v.30;CONTEXTUAL_2v.40;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_missing_slot_remediation_data_completeness_authorization_consideration.md,LEAST_PRIVILEGE_TARGETED_REFETCH_AUTHORIZATION_RECORD,HIGH,"Authorizes only one bounded six-symbol, IEX, hourly, RAW, two-session exact-target recovery attempt.","Does not establish execution, recovery, provider suitability, contract replacement, or dataset acceptance.",MATERIAL_LEAST_PRIVILEGE_AUTHORIZATION_REFERENCE,Future canonical provider-neutral remediation authority.,"Freeze exact target, provider, feed, timeframe, adjustment, calls, retries, and output boundary.",Historical one-attempt exact-66 remediation authorization.,SUMMARIZE_AND_REFERENCE,C1_REPORT/REMEDIATION_AUTHORIZATION_AND_LEAST_PRIVILEGE_CONTROL,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C6_DATASET_CONTRACT_FREEZE;C7_DATASET_GENERATION_AND_ACCEPTANCE,DIRECT_FUNCTIONAL_MAPPING:2v.30;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.40,Preserves a precise authorization boundary without implying success.,PENDING
E12-04,Missing-bar investigation and remediation,FUNCTIONAL_2v.30_AND_2v.40_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_governed_targeted_missing_slot_refetch_raw_remediation_execution.md;docs/runs/v3.08_source_of_truth_alignment_after_governed_targeted_missing_slot_refetch_raw_remediation_execution.md,AUTHENTICATED_TARGETED_REFETCH_AND_BLOCKED_RAW_REMEDIATION_EVIDENCE,HIGH,"Records three API calls, twelve provider rows, zero exact-target matches, unchanged raw checksum, no candidate/checksum, and fail-closed result.","Does not establish row identities, response completeness, permanent IEX inadequacy, SIP superiority, or remediated dataset.",MATERIAL_NEGATIVE_REMEDIATION_EVIDENCE,Future canonical provider-neutral remediation and candidate-acceptance evidence.,"Retain provider responses, target-filter results, raw integrity, candidate non-creation, and fail-closed outcomes.",Temporary outside-repository refetch script and bounded Alpaca calls.,SUMMARIZE_AND_REFERENCE,C1_REPORT/TARGETED_REMEDIATION_RESULT_AND_PROVENANCE_LIMITATIONS,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C7_DATASET_GENERATION_AND_ACCEPTANCE;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.30;2v.40,Definitive evidence that authorized IEX remediation recovered none of the required observations.,PENDING
